analysis	reference	alternative	estimate	lower_confidence_limit	upper_confidence_limit
155	2014	2017	-0.0473	-0.2375	0.1429
155	2014	2018	-0.1555	-0.3624	0.0514
155	2014	2019	-0.2113	-0.4217	-9e-04
155	2014	2020	-0.3664	-0.5868	-0.1459
155	2014	2021	-0.4452	-0.6731	-0.2173
155	2014	2022	-0.4946	-0.759	-0.2301
155	2015	2016	-0.0549	-0.2091	0.0992
155	2015	2017	0.0133	-0.1763	0.2029
155	2015	2018	-0.0949	-0.3043	0.1146
155	2015	2019	-0.1507	-0.3683	0.067
155	2015	2020	-0.3058	-0.5351	-0.0764
155	2015	2021	-0.3846	-0.6201	-0.1491
155	2015	2022	-0.434	-0.7045	-0.1635
155	2016	2017	0.0683	-0.0895	0.226
155	2016	2018	-0.0399	-0.2341	0.1543
155	2016	2019	-0.0957	-0.303	0.1115
155	2016	2020	-0.2508	-0.4735	-0.0282
155	2016	2021	-0.3296	-0.5609	-0.0984
155	2016	2022	-0.379	-0.6444	-0.1137
155	2017	2018	-0.1082	-0.2653	0.0489
155	2017	2019	-0.164	-0.353	0.025
155	2017	2020	-0.3191	-0.5318	-0.1063
155	2017	2021	-0.3979	-0.6274	-0.1684
155	2017	2022	-0.4473	-0.7159	-0.1786
155	2018	2019	-0.0558	-0.2138	0.1022
155	2018	2020	-0.2109	-0.4114	-0.0104
155	2018	2021	-0.2897	-0.5112	-0.0683
155	2018	2022	-0.3391	-0.6026	-0.0756
155	2019	2020	-0.1551	-0.3179	0.0077
155	2019	2021	-0.2339	-0.4382	-0.0296
155	2019	2022	-0.2833	-0.533	-0.0336
155	2020	2021	-0.0788	-0.2443	0.0866
155	2020	2022	-0.1282	-0.3547	0.0983
155	2021	2022	-0.0494	-0.2236	0.1248
156	2007	2010	-0.0298	-0.4199	0.3604
156	2007	2013	0.2718	-0.1986	0.7423
156	2007	2016	0.4092	-0.0471	0.8654
156	2007	2019	0.7347	0.219	1.2505
156	2007	2022	0.8474	0.2121	1.4828
156	2010	2013	0.3016	-0.0909	0.6942
156	2010	2016	0.439	-0.0051	0.883
156	2010	2019	0.7645	0.2569	1.2722
156	2010	2022	0.8772	0.2487	1.5058
156	2013	2016	0.1374	-0.2249	0.4997
156	2013	2019	0.4629	0.0187	0.9072
156	2013	2022	0.5756	-0.002	1.1532
156	2016	2019	0.3256	0.022	0.6292
156	2016	2022	0.4383	-0.0471	0.9236
156	2019	2022	0.1127	-0.2915	0.5168
157	2007	2010	-0.0851	-0.149	-0.0212
157	2007	2013	-0.1682	-0.2427	-0.0937
157	2007	2016	-0.2254	-0.2983	-0.1525
157	2007	2019	-0.2727	-0.3497	-0.1956
157	2007	2022	-0.3844	-0.5125	-0.2563
157	2010	2013	-0.0831	-0.1594	-0.0069
157	2010	2016	-0.1404	-0.2162	-0.0645
157	2010	2019	-0.1876	-0.2675	-0.1077
157	2010	2022	-0.2994	-0.4291	-0.1696
157	2013	2016	-0.0572	-0.1358	0.0214
157	2013	2019	-0.1045	-0.1883	-0.0206
157	2013	2022	-0.2162	-0.3483	-0.0841
157	2016	2019	-0.0473	-0.1267	0.0322
157	2016	2022	-0.159	-0.2892	-0.0288
157	2019	2022	-0.1117	-0.2386	0.0151
158	2007	2008	-0.027	-0.2178	0.1638
158	2007	2009	-0.0218	-0.2737	0.23
158	2007	2010	-0.0433	-0.3263	0.2397
158	2007	2011	-0.0249	-0.3318	0.2821
158	2007	2012	-0.0391	-0.3639	0.2856
158	2007	2013	-0.0113	-0.3383	0.3158
158	2007	2014	0.0196	-0.3104	0.3495
158	2007	2015	-0.0651	-0.4069	0.2766
158	2007	2016	-0.1182	-0.4597	0.2233
158	2007	2017	-0.0716	-0.4118	0.2686
158	2007	2018	-0.0402	-0.3837	0.3034
158	2007	2019	-0.0873	-0.435	0.2605
158	2007	2020	-0.0364	-0.3892	0.3163
158	2007	2021	-0.0747	-0.4328	0.2833
158	2007	2022	-0.0778	-0.4605	0.3048
158	2008	2009	0.0052	-0.1792	0.1895
158	2008	2010	-0.0163	-0.2518	0.2192
158	2008	2011	0.0021	-0.2664	0.2707
158	2008	2012	-0.0121	-0.3035	0.2792
158	2008	2013	0.0157	-0.2809	0.3123
158	2008	2014	0.0465	-0.2545	0.3476
158	2008	2015	-0.0381	-0.3521	0.2758
158	2008	2016	-0.0912	-0.4052	0.2228
158	2008	2017	-0.0446	-0.3578	0.2687
158	2008	2018	-0.0132	-0.3309	0.3046
158	2008	2019	-0.0603	-0.3825	0.262
158	2008	2020	-0.0095	-0.3376	0.3187
158	2008	2021	-0.0477	-0.3813	0.2859
158	2008	2022	-0.0508	-0.4111	0.3094
158	2009	2010	-0.0215	-0.2045	0.1615
158	2009	2011	-0.003	-0.2413	0.2353
158	2009	2012	-0.0173	-0.2884	0.2538
158	2009	2013	0.0106	-0.2718	0.2929
158	2009	2014	0.0414	-0.2493	0.332
158	2009	2015	-0.0433	-0.349	0.2624
158	2009	2016	-0.0963	-0.4036	0.2109
158	2009	2017	-0.0498	-0.357	0.2575
158	2009	2018	-0.0183	-0.33	0.2934
158	2009	2019	-0.0654	-0.3822	0.2514
158	2009	2020	-0.0146	-0.3375	0.3083
158	2009	2021	-0.0529	-0.3813	0.2755
158	2009	2022	-0.056	-0.4114	0.2995
158	2010	2011	0.0184	-0.1638	0.2007
158	2010	2012	0.0042	-0.2317	0.24
158	2010	2013	0.032	-0.2262	0.2903
158	2010	2014	0.0629	-0.2108	0.3365
158	2010	2015	-0.0218	-0.3133	0.2696
158	2010	2016	-0.0749	-0.3694	0.2197
158	2010	2017	-0.0283	-0.325	0.2684
158	2010	2018	0.0031	-0.2994	0.3057
158	2010	2019	-0.044	-0.3515	0.2636
158	2010	2020	0.0068	-0.308	0.3217
158	2010	2021	-0.0314	-0.3517	0.2888
158	2010	2022	-0.0345	-0.3823	0.3132
158	2011	2012	-0.0143	-0.1978	0.1692
158	2011	2013	0.0136	-0.2177	0.2448
158	2011	2014	0.0444	-0.2142	0.303
158	2011	2015	-0.0403	-0.3239	0.2433
158	2011	2016	-0.0933	-0.3847	0.198
158	2011	2017	-0.0467	-0.342	0.2485
158	2011	2018	-0.0153	-0.3179	0.2873
158	2011	2019	-0.0624	-0.3716	0.2467
158	2011	2020	-0.0116	-0.3279	0.3047
158	2011	2021	-0.0499	-0.3723	0.2726
158	2011	2022	-0.053	-0.4032	0.2972
158	2012	2013	0.0279	-0.1557	0.2115
158	2012	2014	0.0587	-0.1782	0.2956
158	2012	2015	-0.026	-0.2974	0.2454
158	2012	2016	-0.0791	-0.3644	0.2063
158	2012	2017	-0.0325	-0.3262	0.2613
158	2012	2018	-0.001	-0.3044	0.3024
158	2012	2019	-0.0481	-0.3591	0.2628
158	2012	2020	0.0027	-0.3168	0.3221
158	2012	2021	-0.0356	-0.3612	0.2901
158	2012	2022	-0.0387	-0.392	0.3146
158	2013	2014	0.0308	-0.1514	0.2131
158	2013	2015	-0.0539	-0.2926	0.1849
158	2013	2016	-0.1069	-0.3705	0.1566
158	2013	2017	-0.0603	-0.3374	0.2167
158	2013	2018	-0.0289	-0.3188	0.261
158	2013	2019	-0.076	-0.3761	0.2241
158	2013	2020	-0.0252	-0.3345	0.2841
158	2013	2021	-0.0635	-0.3805	0.2536
158	2013	2022	-0.0666	-0.412	0.2789
158	2014	2015	-0.0847	-0.2697	0.1003
158	2014	2016	-0.1377	-0.3717	0.0963
158	2014	2017	-0.0911	-0.348	0.1657
158	2014	2018	-0.0597	-0.3354	0.216
158	2014	2019	-0.1068	-0.3976	0.1839
158	2014	2020	-0.056	-0.3569	0.2449
158	2014	2021	-0.0943	-0.4053	0.2167
158	2014	2022	-0.0974	-0.4382	0.2435
158	2015	2016	-0.053	-0.2366	0.1305
158	2015	2017	-0.0064	-0.2414	0.2285
158	2015	2018	0.025	-0.2416	0.2916
158	2015	2019	-0.0221	-0.3083	0.264
158	2015	2020	0.0287	-0.2733	0.3307
158	2015	2021	-0.0096	-0.3222	0.3031
158	2015	2022	-0.0127	-0.3558	0.3304
158	2016	2017	0.0466	-0.1366	0.2298
158	2016	2018	0.078	-0.1597	0.3158
158	2016	2019	0.0309	-0.235	0.2968
158	2016	2020	0.0817	-0.2069	0.3704
158	2016	2021	0.0435	-0.2584	0.3453
158	2016	2022	0.0403	-0.2937	0.3744
158	2017	2018	0.0314	-0.1513	0.2142
158	2017	2019	-0.0157	-0.2508	0.2194
158	2017	2020	0.0351	-0.2314	0.3017
158	2017	2021	-0.0031	-0.2901	0.2839
158	2017	2022	-0.0062	-0.3291	0.3166
158	2018	2019	-0.0471	-0.2309	0.1366
158	2018	2020	0.0037	-0.2333	0.2407
158	2018	2021	-0.0346	-0.3033	0.2342
158	2018	2022	-0.0377	-0.3473	0.272
158	2019	2020	0.0508	-0.1344	0.236
158	2019	2021	0.0125	-0.2264	0.2515
158	2019	2022	0.0094	-0.2792	0.298
158	2020	2021	-0.0383	-0.2242	0.1477
158	2020	2022	-0.0414	-0.2968	0.214
158	2021	2022	-0.0031	-0.195	0.1887
159	2007	2010	-0.1242	-0.2811	0.0327
159	2007	2013	-0.3001	-0.4816	-0.1185
159	2007	2016	-0.5173	-0.7107	-0.324
159	2007	2019	-0.8066	-1.0549	-0.5584
159	2007	2022	-0.6905	-0.9695	-0.4114
159	2010	2013	-0.1758	-0.3432	-0.0085
159	2010	2016	-0.3931	-0.5839	-0.2023
159	2010	2019	-0.6824	-0.9276	-0.4372
159	2010	2022	-0.5663	-0.8477	-0.2849
159	2013	2016	-0.2173	-0.3979	-0.0367
159	2013	2019	-0.5066	-0.7515	-0.2617
159	2013	2022	-0.3904	-0.6778	-0.103
159	2016	2019	-0.2894	-0.506	-0.0727
159	2016	2022	-0.1731	-0.4521	0.1058
159	2019	2022	0.1162	-0.1436	0.3761
160	2007	2010	0.4611	0.0613	0.861
160	2007	2013	0.6852	0.2444	1.1261
160	2007	2016	1.1344	0.687	1.5818
160	2007	2019	1.1434	0.7076	1.5792
160	2007	2022	1.6146	1.0733	2.1559
160	2010	2013	0.2242	-0.1064	0.5547
160	2010	2016	0.6733	0.3394	1.0073
160	2010	2019	0.6824	0.3518	1.0129
160	2010	2022	1.1536	0.7228	1.5844
160	2013	2016	0.4492	0.1343	0.7641
160	2013	2019	0.4582	0.1223	0.7941
160	2013	2022	0.9294	0.4923	1.3666
160	2016	2019	0.009	-0.2667	0.2847
160	2016	2022	0.4802	0.0992	0.8613
160	2019	2022	0.4712	0.1209	0.8216
161	2007	2010	-0.1132	-0.2437	0.0172
161	2007	2013	-0.0859	-0.2446	0.0728
161	2007	2016	-0.0421	-0.2043	0.12
161	2007	2019	-0.0623	-0.2438	0.1192
161	2007	2022	-0.1259	-0.363	0.1111
161	2010	2013	0.0273	-0.087	0.1416
161	2010	2016	0.0711	-0.0651	0.2073
161	2010	2019	0.051	-0.1074	0.2094
161	2010	2022	-0.0127	-0.2191	0.1938
161	2013	2016	0.0438	-0.0702	0.1577
161	2013	2019	0.0236	-0.1236	0.1709
161	2013	2022	-0.04	-0.2389	0.1589
161	2016	2019	-0.0201	-0.1328	0.0926
161	2016	2022	-0.0838	-0.2631	0.0956
161	2019	2022	-0.0636	-0.2058	0.0786
162	2007	2008	0.1513	0.0213	0.2812
162	2007	2009	0.1752	0.0276	0.3228
162	2007	2010	0.1893	0.0446	0.3339
162	2007	2011	0.2528	0.104	0.4017
162	2007	2012	0.3504	0.1926	0.5082
162	2007	2013	0.3465	0.195	0.4979
162	2007	2014	0.3032	0.1516	0.4548
162	2007	2015	0.3202	0.164	0.4763
162	2007	2016	0.2653	0.1179	0.4127
162	2007	2017	0.2682	0.118	0.4183
162	2007	2018	0.3633	0.2134	0.5132
162	2007	2019	0.4755	0.3264	0.6247
162	2007	2020	0.481	0.3269	0.6351
162	2007	2021	0.4038	0.2543	0.5533
162	2007	2022	0.4451	0.2831	0.6071
162	2008	2009	0.0239	-0.0957	0.1435
162	2008	2010	0.038	-0.094	0.17
162	2008	2011	0.1016	-0.0268	0.23
162	2008	2012	0.1992	0.0599	0.3384
162	2008	2013	0.1952	0.0569	0.3336
162	2008	2014	0.152	0.0185	0.2854
162	2008	2015	0.1689	0.0292	0.3087
162	2008	2016	0.114	-0.0237	0.2518
162	2008	2017	0.1169	-0.0177	0.2515
162	2008	2018	0.212	0.0768	0.3473
162	2008	2019	0.3243	0.1889	0.4597
162	2008	2020	0.3297	0.1961	0.4633
162	2008	2021	0.2526	0.117	0.3881
162	2008	2022	0.2938	0.1415	0.4462
162	2009	2010	0.0141	-0.106	0.1342
162	2009	2011	0.0777	-0.0546	0.2099
162	2009	2012	0.1752	0.0379	0.3126
162	2009	2013	0.1713	0.0311	0.3115
162	2009	2014	0.1281	-0.0108	0.2669
162	2009	2015	0.145	0.0069	0.2831
162	2009	2016	0.0901	-0.0487	0.229
162	2009	2017	0.093	-0.0461	0.232
162	2009	2018	0.1881	0.0555	0.3207
162	2009	2019	0.3004	0.1626	0.4381
162	2009	2020	0.3058	0.1665	0.4451
162	2009	2021	0.2287	0.0955	0.3618
162	2009	2022	0.2699	0.1171	0.4227
162	2010	2011	0.0636	-0.0554	0.1826
162	2010	2012	0.1612	0.0232	0.2991
162	2010	2013	0.1572	0.0211	0.2933
162	2010	2014	0.114	-0.0243	0.2522
162	2010	2015	0.1309	-0.0103	0.2721
162	2010	2016	0.076	-0.059	0.211
162	2010	2017	0.0789	-0.0594	0.2172
162	2010	2018	0.174	0.038	0.31
162	2010	2019	0.2863	0.1507	0.4218
162	2010	2020	0.2917	0.1519	0.4315
162	2010	2021	0.2146	0.0785	0.3506
162	2010	2022	0.2558	0.1061	0.4056
162	2011	2012	0.0976	-0.0245	0.2196
162	2011	2013	0.0936	-0.0403	0.2276
162	2011	2014	0.0504	-0.0819	0.1826
162	2011	2015	0.0673	-0.0721	0.2068
162	2011	2016	0.0124	-0.1246	0.1495
162	2011	2017	0.0153	-0.119	0.1496
162	2011	2018	0.1104	-0.0251	0.2459
162	2011	2019	0.2227	0.0859	0.3594
162	2011	2020	0.2281	0.0931	0.3632
162	2011	2021	0.151	0.0151	0.2869
162	2011	2022	0.1923	0.0392	0.3453
162	2012	2013	-0.004	-0.1265	0.1186
162	2012	2014	-0.0472	-0.1845	0.0901
162	2012	2015	-0.0303	-0.1687	0.1082
162	2012	2016	-0.0851	-0.2275	0.0572
162	2012	2017	-0.0823	-0.226	0.0614
162	2012	2018	0.0128	-0.1242	0.1499
162	2012	2019	0.1251	-0.0149	0.2651
162	2012	2020	0.1305	-0.0114	0.2724
162	2012	2021	0.0534	-0.0854	0.1923
162	2012	2022	0.0947	-0.0612	0.2506
162	2013	2014	-0.0433	-0.1651	0.0786
162	2013	2015	-0.0263	-0.1635	0.1109
162	2013	2016	-0.0812	-0.217	0.0546
162	2013	2017	-0.0783	-0.2193	0.0627
162	2013	2018	0.0168	-0.1214	0.155
162	2013	2019	0.1291	-0.0067	0.2648
162	2013	2020	0.1345	-0.0056	0.2746
162	2013	2021	0.0574	-0.0818	0.1966
162	2013	2022	0.0986	-0.0521	0.2494
162	2014	2015	0.0169	-0.1051	0.139
162	2014	2016	-0.0379	-0.1715	0.0956
162	2014	2017	-0.0351	-0.1682	0.0981
162	2014	2018	0.06	-0.076	0.1961
162	2014	2019	0.1723	0.0343	0.3103
162	2014	2020	0.1777	0.0429	0.3125
162	2014	2021	0.1006	-0.0361	0.2373
162	2014	2022	0.1419	-0.0124	0.2961
162	2015	2016	-0.0549	-0.177	0.0672
162	2015	2017	-0.052	-0.1887	0.0847
162	2015	2018	0.0431	-0.0905	0.1767
162	2015	2019	0.1554	0.0167	0.294
162	2015	2020	0.1608	0.0203	0.3013
162	2015	2021	0.0837	-0.0526	0.2199
162	2015	2022	0.1249	-0.0295	0.2794
162	2016	2017	0.0029	-0.1168	0.1226
162	2016	2018	0.098	-0.0331	0.2291
162	2016	2019	0.2102	0.0781	0.3424
162	2016	2020	0.2157	0.0779	0.3535
162	2016	2021	0.1386	0.004	0.2731
162	2016	2022	0.1798	0.0327	0.3269
162	2017	2018	0.0951	-0.0237	0.2139
162	2017	2019	0.2074	0.0736	0.3411
162	2017	2020	0.2128	0.0809	0.3447
162	2017	2021	0.1357	0.0024	0.2689
162	2017	2022	0.1769	0.0241	0.3298
162	2018	2019	0.1123	-0.0059	0.2304
162	2018	2020	0.1177	-0.0134	0.2488
162	2018	2021	0.0406	-0.085	0.1661
162	2018	2022	0.0818	-0.0662	0.2299
162	2019	2020	0.0054	-0.1133	0.1242
162	2019	2021	-0.0717	-0.2019	0.0585
162	2019	2022	-0.0304	-0.1725	0.1116
162	2020	2021	-0.0771	-0.1972	0.0429
162	2020	2022	-0.0359	-0.183	0.1113
162	2021	2022	0.0413	-0.0864	0.169
163	2007	2008	0.1973	0.0902	0.3044
163	2007	2009	-0.0026	-0.1184	0.1132
163	2007	2010	0.0972	-0.0024	0.1967
163	2007	2011	0.0379	-0.0761	0.152
163	2007	2012	0.2614	0.1419	0.3808
163	2007	2013	-0.0141	-0.1212	0.093
163	2007	2014	-0.108	-0.229	0.0129
163	2007	2015	-0.0585	-0.1816	0.0646
163	2007	2016	-0.1179	-0.226	-0.0099
163	2007	2017	-0.1955	-0.3174	-0.0736
163	2007	2018	-0.2317	-0.3516	-0.1118
163	2007	2019	-0.4181	-0.5383	-0.2979
163	2007	2020	-0.331	-0.4615	-0.2004
163	2007	2021	-0.2105	-0.3314	-0.0896
163	2007	2022	-0.2921	-0.4268	-0.1575
163	2008	2009	-0.1999	-0.3085	-0.0913
163	2008	2010	-0.1001	-0.2061	0.0058
163	2008	2011	-0.1594	-0.256	-0.0628
163	2008	2012	0.0641	-0.0466	0.1748
163	2008	2013	-0.2114	-0.3257	-0.097
163	2008	2014	-0.3053	-0.4129	-0.1978
163	2008	2015	-0.2558	-0.3727	-0.139
163	2008	2016	-0.3152	-0.4281	-0.2023
163	2008	2017	-0.3928	-0.5001	-0.2855
163	2008	2018	-0.429	-0.5431	-0.3149
163	2008	2019	-0.6154	-0.7412	-0.4896
163	2008	2020	-0.5283	-0.6473	-0.4093
163	2008	2021	-0.4078	-0.5201	-0.2955
163	2008	2022	-0.4894	-0.6286	-0.3503
163	2009	2010	0.0997	-0.0101	0.2095
163	2009	2011	0.0405	-0.0751	0.1561
163	2009	2012	0.264	0.1546	0.3734
163	2009	2013	-0.0115	-0.1309	0.1079
163	2009	2014	-0.1055	-0.2283	0.0174
163	2009	2015	-0.0559	-0.171	0.0591
163	2009	2016	-0.1153	-0.234	0.0034
163	2009	2017	-0.1929	-0.316	-0.0699
163	2009	2018	-0.2291	-0.3416	-0.1166
163	2009	2019	-0.4155	-0.5451	-0.2859
163	2009	2020	-0.3284	-0.4604	-0.1964
163	2009	2021	-0.2079	-0.3214	-0.0944
163	2009	2022	-0.2896	-0.4325	-0.1466
163	2010	2011	-0.0592	-0.1683	0.0498
163	2010	2012	0.1642	0.05	0.2785
163	2010	2013	-0.1112	-0.2165	-0.0059
163	2010	2014	-0.2052	-0.3248	-0.0856
163	2010	2015	-0.1557	-0.2757	-0.0357
163	2010	2016	-0.2151	-0.3207	-0.1094
163	2010	2017	-0.2927	-0.4123	-0.1731
163	2010	2018	-0.3288	-0.445	-0.2127
163	2010	2019	-0.5153	-0.636	-0.3945
163	2010	2020	-0.4281	-0.557	-0.2992
163	2010	2021	-0.3076	-0.4244	-0.1909
163	2010	2022	-0.3893	-0.5226	-0.256
163	2011	2012	0.2235	0.1083	0.3386
163	2011	2013	-0.052	-0.1701	0.0661
163	2011	2014	-0.146	-0.2582	-0.0337
163	2011	2015	-0.0964	-0.2197	0.0269
163	2011	2016	-0.1558	-0.2742	-0.0374
163	2011	2017	-0.2334	-0.347	-0.1198
163	2011	2018	-0.2696	-0.3904	-0.1488
163	2011	2019	-0.456	-0.5849	-0.3272
163	2011	2020	-0.3689	-0.4932	-0.2446
163	2011	2021	-0.2484	-0.368	-0.1288
163	2011	2022	-0.3301	-0.4734	-0.1868
163	2012	2013	-0.2755	-0.3937	-0.1572
163	2012	2014	-0.3694	-0.4952	-0.2437
163	2012	2015	-0.3199	-0.4333	-0.2066
163	2012	2016	-0.3793	-0.4996	-0.259
163	2012	2017	-0.4569	-0.5818	-0.332
163	2012	2018	-0.4931	-0.6057	-0.3804
163	2012	2019	-0.6795	-0.8141	-0.5449
163	2012	2020	-0.5924	-0.7268	-0.458
163	2012	2021	-0.4719	-0.5847	-0.359
163	2012	2022	-0.5535	-0.6987	-0.4084
163	2013	2014	-0.094	-0.2135	0.0255
163	2013	2015	-0.0444	-0.1701	0.0812
163	2013	2016	-0.1038	-0.2154	0.0077
163	2013	2017	-0.1814	-0.3071	-0.0558
163	2013	2018	-0.2176	-0.3412	-0.094
163	2013	2019	-0.404	-0.5292	-0.2788
163	2013	2020	-0.3169	-0.4512	-0.1826
163	2013	2021	-0.1964	-0.3206	-0.0723
163	2013	2022	-0.2781	-0.4161	-0.14
163	2014	2015	0.0495	-0.0742	0.1732
163	2014	2016	-0.0099	-0.1341	0.1143
163	2014	2017	-0.0875	-0.2067	0.0318
163	2014	2018	-0.1236	-0.2508	0.0035
163	2014	2019	-0.3101	-0.4445	-0.1756
163	2014	2020	-0.2229	-0.3523	-0.0936
163	2014	2021	-0.1024	-0.2286	0.0238
163	2014	2022	-0.1841	-0.3327	-0.0355
163	2015	2016	-0.0594	-0.1789	0.0602
163	2015	2017	-0.137	-0.2654	-0.0085
163	2015	2018	-0.1732	-0.2912	-0.0551
163	2015	2019	-0.3596	-0.496	-0.2231
163	2015	2020	-0.2724	-0.4104	-0.1345
163	2015	2021	-0.152	-0.2711	-0.0329
163	2015	2022	-0.2336	-0.3819	-0.0853
163	2016	2017	-0.0776	-0.1972	0.042
163	2016	2018	-0.1138	-0.2354	0.0079
163	2016	2019	-0.3002	-0.4241	-0.1763
163	2016	2020	-0.2131	-0.3465	-0.0796
163	2016	2021	-0.0926	-0.2147	0.0295
163	2016	2022	-0.1742	-0.3104	-0.0381
163	2017	2018	-0.0362	-0.1569	0.0845
163	2017	2019	-0.2226	-0.3572	-0.088
163	2017	2020	-0.1355	-0.2629	-0.008
163	2017	2021	-0.015	-0.1389	0.109
163	2017	2022	-0.0966	-0.2453	0.052
163	2018	2019	-0.1864	-0.3142	-0.0587
163	2018	2020	-0.0993	-0.2334	0.0348
163	2018	2021	0.0212	-0.0926	0.135
163	2018	2022	-0.0605	-0.2061	0.0851
163	2019	2020	0.0871	-0.0472	0.2215
163	2019	2021	0.2076	0.0741	0.3412
163	2019	2022	0.126	-0.0191	0.2711
163	2020	2021	0.1205	-0.0072	0.2482
163	2020	2022	0.0388	-0.116	0.1936
163	2021	2022	-0.0817	-0.2187	0.0554
164	2007	2010	0.1678	0.0514	0.2843
164	2007	2013	0.075	-0.0506	0.2005
164	2007	2016	0.1117	-0.0086	0.232
164	2007	2019	0.3414	0.2211	0.4617
164	2007	2022	0.408	0.2309	0.5851
164	2010	2013	-0.0929	-0.2121	0.0264
164	2010	2016	-0.0561	-0.1767	0.0646
164	2010	2019	0.1736	0.0592	0.288
164	2010	2022	0.2402	0.0683	0.4121
164	2013	2016	0.0368	-0.0779	0.1515
164	2013	2019	0.2665	0.1447	0.3883
164	2013	2022	0.3331	0.1539	0.5122
164	2016	2019	0.2297	0.1204	0.339
164	2016	2022	0.2963	0.1239	0.4687
164	2019	2022	0.0666	-0.0872	0.2204
165	2007	2008	0.0405	-0.3716	0.4525
165	2007	2009	0.3185	-0.1908	0.8279
165	2007	2010	0.3515	-0.1925	0.8955
165	2007	2011	0.5258	-0.056	1.1075
165	2007	2012	0.5435	-0.0492	1.1362
165	2007	2013	0.6324	0.0279	1.2369
165	2007	2014	0.6035	-0.007	1.2139
165	2007	2015	0.5948	-0.0113	1.201
165	2007	2016	0.82	0.1714	1.4686
165	2007	2017	0.7078	0.0495	1.366
165	2007	2018	0.5532	-0.0995	1.2059
165	2007	2019	0.5472	-0.1156	1.21
165	2007	2020	0.5105	-0.197	1.2181
165	2007	2021	0.5316	-0.1929	1.2561
165	2007	2022	0.4134	-0.3798	1.2066
165	2008	2009	0.2781	-0.1472	0.7033
165	2008	2010	0.311	-0.1933	0.8153
165	2008	2011	0.4853	-0.0638	1.0345
165	2008	2012	0.5031	-0.0599	1.0661
165	2008	2013	0.592	0.002	1.1821
165	2008	2014	0.563	-0.0218	1.1479
165	2008	2015	0.5544	-0.02	1.1288
165	2008	2016	0.7796	0.15	1.4092
165	2008	2017	0.6674	0.0345	1.3002
165	2008	2018	0.5128	-0.1128	1.1383
165	2008	2019	0.5068	-0.1321	1.1457
165	2008	2020	0.4701	-0.2147	1.155
165	2008	2021	0.4912	-0.2136	1.1959
165	2008	2022	0.373	-0.3997	1.1457
165	2009	2010	0.033	-0.3585	0.4244
165	2009	2011	0.2072	-0.2402	0.6546
165	2009	2012	0.225	-0.2469	0.6968
165	2009	2013	0.3139	-0.1925	0.8203
165	2009	2014	0.2849	-0.2289	0.7988
165	2009	2015	0.2763	-0.2308	0.7835
165	2009	2016	0.5015	-0.0302	1.0332
165	2009	2017	0.3893	-0.1739	0.9525
165	2009	2018	0.2347	-0.3436	0.813
165	2009	2019	0.2287	-0.3537	0.811
165	2009	2020	0.192	-0.4482	0.8322
165	2009	2021	0.2131	-0.4372	0.8634
165	2009	2022	0.0949	-0.6494	0.8392
165	2010	2011	0.1742	-0.2295	0.578
165	2010	2012	0.192	-0.2893	0.6734
165	2010	2013	0.281	-0.2453	0.8074
165	2010	2014	0.252	-0.2809	0.7849
165	2010	2015	0.2434	-0.295	0.7818
165	2010	2016	0.4686	-0.1013	1.0385
165	2010	2017	0.3564	-0.2385	0.9512
165	2010	2018	0.2017	-0.3996	0.8031
165	2010	2019	0.1958	-0.4109	0.8024
165	2010	2020	0.1591	-0.4994	0.8176
165	2010	2021	0.1802	-0.4901	0.8504
165	2010	2022	0.062	-0.6942	0.8181
165	2011	2012	0.0178	-0.3616	0.3971
165	2011	2013	0.1067	-0.3451	0.5585
165	2011	2014	0.0777	-0.3947	0.5501
165	2011	2015	0.0691	-0.4384	0.5767
165	2011	2016	0.2943	-0.2197	0.8083
165	2011	2017	0.1821	-0.374	0.7381
165	2011	2018	0.0275	-0.5486	0.6035
165	2011	2019	0.0215	-0.5518	0.5948
165	2011	2020	-0.0152	-0.643	0.6126
165	2011	2021	0.0059	-0.6271	0.6389
165	2011	2022	-0.1123	-0.8485	0.6238
165	2012	2013	0.0889	-0.2933	0.4711
165	2012	2014	0.06	-0.3927	0.5127
165	2012	2015	0.0514	-0.4339	0.5366
165	2012	2016	0.2765	-0.2296	0.7827
165	2012	2017	0.1643	-0.3846	0.7132
165	2012	2018	0.0097	-0.5545	0.5739
165	2012	2019	0.0037	-0.562	0.5694
165	2012	2020	-0.0329	-0.6535	0.5876
165	2012	2021	-0.0119	-0.6346	0.6109
165	2012	2022	-0.1301	-0.854	0.5938
165	2013	2014	-0.029	-0.4156	0.3576
165	2013	2015	-0.0376	-0.5079	0.4328
165	2013	2016	0.1876	-0.2925	0.6677
165	2013	2017	0.0753	-0.4659	0.6166
165	2013	2018	-0.0793	-0.6483	0.4897
165	2013	2019	-0.0852	-0.652	0.4815
165	2013	2020	-0.1219	-0.7464	0.5026
165	2013	2021	-0.1008	-0.7268	0.5252
165	2013	2022	-0.2191	-0.949	0.5109
165	2014	2015	-0.0086	-0.399	0.3819
165	2014	2016	0.2166	-0.2542	0.6874
165	2014	2017	0.1043	-0.4266	0.6353
165	2014	2018	-0.0503	-0.6072	0.5066
165	2014	2019	-0.0563	-0.617	0.5045
165	2014	2020	-0.0929	-0.713	0.5272
165	2014	2021	-0.0718	-0.6991	0.5554
165	2014	2022	-0.1901	-0.9142	0.5341
